8.086,8.0704,8.1341,8.2962,8.4185,8.4225,8.4228
8.0483,8.0327,8.2982,8.4864,8.5169,8.5164,8.5164
8.247,8.3049,8.5492,8.6806,8.5794,8.5569,8.5511
8.4397,8.6221,8.901,9.0373,8.9531,8.9367,8.9331
8.0311,8.0912,8.3277,8.5709,8.6037,8.5645,8.525
7.8711,7.9862,8.139,8.3054,8.4919,8.4928,8.4332
7.6372,7.6899,7.8139,8.0246,8.434,8.5911,8.6896
7.7044,7.7906,8.0347,8.4123,9.0598,9.3042,9.4602
7.6214,7.7356,7.9488,8.3195,9.0644,9.3244,9.4602
7.4009,7.5096,7.7151,8.0813,8.8639,9.1648,9.3573
7.2518,7.3387,7.5036,7.7988,8.4391,8.6924,8.8647
6.8137,6.9407,7.1792,7.597,8.4469,8.7435,8.8908
6.5193,6.72,7.0578,7.5554,8.3844,8.6757,8.8461
6.346,6.6,7.0249,7.6239,8.4179,8.6325,8.7891
6.1516,6.5179,7.0997,7.828,8.4916,8.6026,8.7206
5.9648,6.3438,6.9377,7.6832,8.5207,8.7268,8.8173
5.9514,6.3323,6.9148,7.6564,8.6349,8.8682,8.905
6.015,6.4479,7.1078,7.9234,8.8656,9.0411,9.0173
5.9403,6.2862,6.877,7.7321,8.7776,8.9043,8.8482
5.565,5.8587,6.3861,7.2308,8.5658,8.8416,8.8106
5.3158,5.5876,6.0774,6.8681,8.1658,8.481,8.5533
4.9985,5.271,5.7749,6.6328,8.2548,8.7629,8.9848
4.5916,4.9031,5.4793,6.4602,8.3073,8.8777,9.1209
3.9654,4.2996,4.9104,5.9241,7.7024,8.1858,8.3554
4.0839,4.5179,5.2936,6.5221,8.393,8.7429,8.6837
4.1446,4.6073,5.4206,6.665,8.3666,8.5899,8.4501
4.3361,4.8914,5.8289,7.1432,8.5017,8.5073,8.2958
4.0479,4.6148,5.589,7.0088,8.6745,8.7737,8.5581
3.9612,4.4527,5.3126,6.6168,8.3775,8.6231,8.5383
3.8511,4.2487,4.9744,6.1759,8.2692,8.8258,8.9857
3.4269,3.8213,4.5419,5.7373,7.8319,8.3994,8.5902
3.2746,3.6324,4.3019,5.4681,7.8144,8.6367,9.1069
2.9299,3.2864,3.9571,5.1398,7.6087,8.5402,9.1681
3.3973,3.7887,4.5556,5.8856,7.9683,8.4088,8.6059
3.6287,4.1058,4.985,6.3485,8.0213,8.2645,8.344
3.4046,3.7576,4.5692,6.0421,7.8686,8.0884,8.1463
3.2513,3.5915,4.2705,5.4837,7.499,7.9616,8.1833
3.1607,3.4099,3.9574,5.0508,7.135,7.6802,7.9663
3.1881,3.4485,4.003,5.0849,7.1578,7.722,8.0319
3.1192,3.3049,3.7859,4.8756,7.1093,7.6967,7.9976
3.3751,3.7089,4.3059,5.2661,6.9422,7.495,7.9232
3.3322,3.6046,4.1012,4.9289,6.4897,7.0572,7.5364
3.3583,3.6663,4.2126,5.0742,6.5017,6.9435,7.2807
3.2697,3.4859,3.8991,4.6358,6.1126,6.6278,7.0099
3.2367,3.5023,3.9713,4.7116,6.0121,6.4954,6.957
3.336,3.5923,4.0447,4.7616,6.0395,6.5083,6.9222
3.4282,3.74,4.2804,5.107,6.4598,6.8943,7.2277
3.4258,3.7632,4.3274,5.1476,6.4552,6.9036,7.2691
3.3205,3.6403,4.1794,4.9673,6.2156,6.659,7.0616
3.812,4.2076,4.8105,5.588,6.7961,7.2111,7.4974
4.1936,4.7224,5.439,6.2826,7.4652,7.7022,7.7859
4.6266,5.2343,6.0181,6.7621,7.5206,7.7621,7.9402
4.9307,5.488,6.2375,6.9176,7.4798,7.822,8.214
5.1004,5.7618,6.4383,7.006,7.8243,8.1088,8.2848
5.0575,5.6095,6.2119,6.7415,7.4944,7.768,7.9582
5.1446,5.6379,6.3035,6.8735,7.4934,7.7568,8.0179
5.5621,6.0608,6.7542,7.4126,7.8604,8.1205,8.4913
5.7538,6.3316,7.0179,7.5774,8.0702,8.2411,8.3907
6.4449,7.1245,7.6973,7.8928,7.9555,8.0092,8.0865
7.4355,7.8423,7.8825,7.8652,7.8649,7.8785,7.8973
6.5266,6.9633,7.4057,7.6178,7.6352,7.6898,7.7889
6.1811,6.4806,6.8445,7.0968,7.3129,7.5349,7.7855
6.2217,6.5078,6.8528,7.0898,7.306,7.518,7.7459
6.1009,6.3076,6.5979,6.8737,7.0903,7.3157,7.7348
5.7587,5.7712,5.8077,5.9173,6.4003,6.7407,7.1544
5.6407,5.6964,5.7816,5.8991,6.2688,6.603,7.0792
5.5977,5.698,5.8677,6.1197,6.5974,6.8652,7.2306
5.5621,5.6589,5.8125,6.0158,6.3912,6.6554,7.0516
5.6086,5.7045,5.8385,5.9712,6.1979,6.4608,6.9073
5.5184,5.5421,5.5931,5.7072,6.0967,6.3532,6.6761
5.3855,5.3139,5.2732,5.3773,5.8915,6.174,6.493
5.2983,5.1945,5.0973,5.247,5.7232,5.975,6.2696
4.9618,4.8491,4.8331,5.0813,5.8198,6.1548,6.4936
5.0956,5.2058,5.3939,5.6856,6.3152,6.6671,7.0765
5.297,5.5336,5.8515,6.1396,6.4938,6.826,7.2903
5.4126,5.7212,6.1296,6.4774,6.7782,7.0675,7.4755
5.4725,5.8525,6.3537,6.7609,6.9414,7.1492,7.4903
5.5279,5.8463,6.2444,6.5369,6.762,7.0266,7.3794
5.6563,5.9269,6.288,6.6016,6.8424,7.0514,7.3527
5.5546,5.9977,6.513,6.8293,7.0268,7.2774,7.5792
5.5224,5.884,6.225,6.4742,6.8669,7.0589,7.2686
5.3813,5.5231,5.7519,6.0563,6.4937,6.7137,7.0285
5.3009,5.4144,5.5844,5.7824,6.099,6.3558,6.7615
5.4438,5.6304,5.9098,6.2195,6.4977,6.6623,6.9659
5.448,5.6464,5.944,6.2762,6.5929,6.7845,7.1299
5.5373,5.7729,6.1097,6.439,6.6293,6.79,7.1401
5.817,6.1138,6.513,6.8504,6.9924,7.1563,7.4549
5.7144,5.9765,6.3282,6.6252,6.7816,6.9681,7.2941
5.5963,5.9027,6.2921,6.5778,6.7104,6.9244,7.2621
5.5737,5.8131,6.1431,6.4378,6.5869,6.7608,7.1041
5.4836,5.5653,5.6897,5.839,6.0788,6.2681,6.5685
5.5804,5.7617,6.0064,6.2243,6.4357,6.6424,6.9441
5.6494,5.7697,5.8265,5.9539,6.276,6.4382,6.6173
5.4512,5.5291,5.6352,5.7339,5.9003,6.1012,6.4242
5.5967,5.6793,5.7806,5.8343,5.8144,5.9397,6.2258
5.5336,5.5804,5.6409,5.6833,5.7264,5.8504,6.1061
5.3443,5.3173,5.2842,5.2851,5.5749,5.8338,6.15
5.4642,5.4857,5.5141,5.5422,5.6744,5.8529,6.1463
5.455,5.515,5.5905,5.6397,5.6962,5.8528,6.152
5.3948,5.5263,5.6332,5.6209,5.7542,5.9792,6.2237
5.461,5.5788,5.57,5.4928,5.6815,5.8155,5.9643
5.372,5.4755,5.5429,5.481,5.4712,5.607,5.7747
5.342,5.4253,5.5147,5.5312,5.4959,5.6419,5.9167
5.0927,5.0416,4.9648,4.8953,5.086,5.338,5.678
4.5902,4.4823,4.3198,4.1683,4.508,4.9754,5.6158
4.457,4.3713,4.2544,4.1959,4.7785,5.3474,6.0325
4.6477,4.6138,4.5676,4.5484,4.8486,5.1686,5.6177
4.6214,4.5955,4.5648,4.5731,4.9308,5.2704,5.7257
4.6312,4.6486,4.6259,4.5325,4.818,5.2815,5.8415
4.9011,5.037,5.1961,5.2896,5.4944,5.8193,6.2485
4.7502,4.8888,5.0616,5.2015,5.5579,5.9463,6.4205
4.7867,4.9547,5.1505,5.27,5.5542,5.9464,6.4356
4.9498,5.2024,5.5275,5.7706,5.9049,6.1352,6.4833
5.074,5.3466,5.6341,5.7654,6.0766,6.4429,6.7626
5.1373,5.3905,5.7131,5.9654,6.2268,6.4956,6.7895
5.3355,5.59,5.8465,5.965,6.3409,6.6742,6.9068
5.2403,5.4748,5.7214,5.8497,6.2689,6.6698,6.9892
5.4033,5.6624,5.9127,5.9891,6.3108,6.6836,6.9756
5.6537,5.877,6.0785,6.0995,6.3882,6.7923,7.1169
5.8657,6.2058,6.3857,6.3011,6.7569,7.0544,7.164
6.091,6.4515,6.7654,6.7703,6.6826,6.7592,6.7349
6.138,6.4133,6.6157,6.6198,6.6218,6.5499,6.3208
6.2459,6.4503,6.5567,6.3436,6.0416,6.1081,6.1248
6.3629,6.6361,6.7693,6.5463,6.245,6.212,6.1092
6.6416,7.0319,6.8848,6.4077,6.3615,6.3376,6.2231
6.384,6.5593,6.4709,6.0909,6.0955,6.2033,6.2227
6.4049,6.4332,6.3138,6.0538,6.0371,6.0788,6.0365
6.3409,6.2926,6.1078,5.815,5.8092,5.893,5.9079
6.3208,6.189,5.8798,5.5602,5.9331,6.1865,6.3217
6.4144,6.2228,5.7984,5.4878,5.8424,6.0192,6.1171
6.1365,5.8587,5.4799,5.1772,5.4713,5.7576,5.9932
5.6426,5.3471,4.9809,4.7738,5.2722,5.6111,5.9018
4.8197,4.6418,4.5413,4.7239,5.4716,5.7936,6.059
4.6397,4.4371,4.3207,4.5128,5.3093,5.6589,5.9581
4.1978,4.0941,4.1173,4.4561,5.4275,5.8387,6.1855
3.9307,4.0008,4.334,4.8805,5.8583,6.2354,6.5208
3.4961,3.7345,4.3616,5.0222,5.9809,6.329,6.564
3.6258,3.848,4.3777,5.0169,5.9901,6.3244,6.5235
3.3492,3.3541,3.7726,4.5491,5.6267,6.0021,6.2754
3.1511,3.1525,3.627,4.4175,5.4903,5.8738,6.1535
2.3434,2.3908,2.8409,3.8443,5.4754,6.0383,6.4658
1.8567,1.8573,2.3961,3.5515,5.1766,5.6961,6.0536
1.681,1.9876,2.9423,4.2693,5.7834,6.2553,6.5451
1.5308,1.9116,3.2004,4.7682,6.0929,6.4578,6.6535
1.8079,2.2033,3.2787,4.6655,5.9927,6.3571,6.5472
1.7018,2.1186,3.1974,4.4727,5.854,6.2939,6.5582
2.2275,2.8855,3.9865,5.1944,6.3404,6.649,6.8013
1.7512,2.2018,3.4218,4.8081,5.9927,6.3426,6.5572
1.7941,2.3403,3.4171,4.5222,5.893,6.3849,6.729
1.6372,1.989,2.966,4.2473,5.7332,6.2585,6.6685
1.5397,1.5203,2.1,3.4289,5.4516,6.1474,6.6854
1.5947,1.6224,2.036,3.0203,5.0068,5.7691,6.3466
1.4616,1.4137,1.592,2.3509,4.4812,5.3855,6.1387
1.3092,1.2775,1.5746,2.5256,4.8385,5.7889,6.5673
1.2632,1.5132,2.1435,3.1837,5.1453,5.9077,6.4912
1.1449,1.1382,1.4907,2.4949,4.7095,5.5855,6.2858
1.1453,1.178,1.6325,2.7845,4.891,5.6406,6.2342
1.1586,1.1369,1.4128,2.3591,4.5372,5.3569,6.0347
1.075,1.0695,1.426,2.4954,4.7064,5.5245,6.2088
1.087,1.0665,1.4016,2.5148,4.7878,5.5109,6.0734
1.107,1.0897,1.2372,1.8989,4.0265,4.9401,5.695
0.96004,0.99345,1.2532,2.092,4.2812,5.1238,5.8219
1.0647,1.2278,1.7861,3.0558,5.4919,6.3181,6.921
1.054,1.2496,1.9317,3.2965,5.4187,6.0988,6.6022
0.98269,0.98659,1.3634,2.497,4.8217,5.6391,6.2941
1.0544,1.231,1.8365,3.0676,5.1863,5.938,6.5264
1.1546,1.4444,2.1228,3.2464,5.1286,5.8453,6.4298
1.0179,1.1958,1.8133,3.053,5.095,5.8082,6.3804
1.0402,1.2262,1.8318,3.0091,4.9508,5.6475,6.218
1.0066,1.0696,1.5644,2.7725,4.8067,5.4803,6.0448
1.024,1.1115,1.5265,2.5293,4.5866,5.3852,6.0607
1.2446,1.6453,2.4884,3.6364,5.294,5.9254,6.4432
1.4976,1.9547,2.7341,3.8008,5.4264,6.0189,6.4775
1.7161,2.1354,2.8784,3.7909,5.2852,5.8807,6.3656
1.7591,2.167,2.8524,3.6818,5.1185,5.7141,6.2257
1.7822,2.0285,2.4666,3.1863,4.6945,5.3766,6.0125
2.0402,2.2921,2.6955,3.2815,4.5724,5.2534,5.9137
2.1229,2.2824,2.5827,3.1307,4.4929,5.1648,5.796
2.465,2.7458,3.1497,3.6423,4.7096,5.3465,5.9723
2.6046,2.8441,3.1716,3.5498,4.4964,5.1143,5.7256
2.8014,3.0592,3.3854,3.6782,4.3034,4.7967,5.3153
3.0469,3.3616,3.7487,4.0436,4.4883,4.9077,5.3691
3.195,3.5586,3.9833,4.2496,4.594,5.0023,5.4472
3.2221,3.4844,3.7705,3.9134,4.2351,4.6619,5.142
3.2465,3.4775,3.7062,3.7631,3.9874,4.3972,4.8729
3.4075,3.5747,3.7236,3.7167,3.8867,4.2638,4.7019
3.738,3.9357,4.1313,4.1589,4.2219,4.531,4.9132
3.6999,3.7951,3.8699,3.8339,3.9619,4.2858,4.6754
4.146,4.3655,4.2437,4.061,4.4154,4.6229,4.8264
4.2545,4.3887,4.4902,4.4331,4.5271,4.8392,5.1737
4.3399,4.4274,4.4648,4.352,4.4655,4.8093,5.1708
4.3926,4.4213,4.4118,4.2978,4.2913,4.5401,4.8624
4.5814,4.5511,4.4905,4.3985,4.4726,4.6817,4.9545
4.6954,4.6976,4.6712,4.5727,4.4793,4.6052,4.8122
4.823,4.8392,4.8288,4.7505,4.7968,5.0296,5.3222
4.9072,4.8744,4.8215,4.7768,5.0372,5.3285,5.6479
5.0495,5.0476,5.0113,4.9166,5.045,5.3393,5.6756
5.2356,5.2223,5.1404,4.9564,5.0345,5.3028,5.5554
5.1352,5.0407,4.8915,4.7299,4.8864,5.1577,5.4502
5.076,4.8974,4.6505,4.451,4.6942,4.935,5.1495
5.0054,4.8248,4.5694,4.3488,4.5697,4.8195,5.0471
5.0092,4.8273,4.5671,4.3329,4.5254,4.7705,5.0001
4.9589,4.7621,4.4739,4.1961,4.3512,4.609,4.8604
5.0509,4.9183,4.7137,4.4926,4.5968,4.8494,5.1303
5.0751,4.9791,4.8276,4.6551,4.7172,4.9252,5.1888
4.9766,4.7824,4.5049,4.2581,4.4871,4.7625,5.0135
4.9772,4.768,4.4804,4.258,4.6144,4.9422,5.2318
5.0039,4.7684,4.4509,4.2145,4.5784,4.8957,5.1708
5.0059,4.9631,4.8705,4.7191,4.7818,5.0442,5.3582
4.9594,4.9006,4.8163,4.7546,5.0119,5.2635,5.5001
4.8844,4.6636,4.403,4.3056,4.8595,5.1581,5.3419
4.379,4.248,4.0752,3.9925,4.6237,5.0889,5.4357
4.0894,3.992,3.8883,3.9363,4.7771,5.2403,5.497
4.1194,3.9804,3.8194,3.8194,4.6632,5.1181,5.3524
3.3364,3.1071,2.8745,2.9838,4.4317,5.0221,5.2149
3.3673,3.1164,2.8558,2.9539,4.5091,5.1627,5.3717
2.1926,2.0771,2.0298,2.3892,4.2346,5.0552,5.5372
1.7292,1.482,1.3955,2.0063,4.3049,5.1604,5.7092
1.4377,1.4459,1.5525,2.02,4.05,5.1371,5.9369
1.7736,1.9294,2.2389,2.8395,4.3493,5.0394,5.599
2.0966,2.2873,2.6484,3.2933,4.6891,5.2506,5.6766
2.1648,2.3241,2.6319,3.2025,4.5283,5.0948,5.5287
2.0726,2.2131,2.4962,3.057,4.5084,5.1796,5.7117
2.059,2.1385,2.3324,2.8114,4.3423,5.0874,5.6258
1.7573,1.7721,1.9242,2.5342,4.6994,5.5321,5.789
1.4146,1.2285,1.1947,1.9846,5.6604,6.9414,6.9301
0.86981,0.67475,0.58144,1.1609,4.249,5.4279,5.5988
0.34709,0.36277,0.50972,1.1037,3.316,4.2265,4.5301
0.46597,0.5347,0.77221,1.5078,4.0499,5.1575,5.6761
0.66716,0.7032,0.89922,1.6117,4.1867,5.2727,5.7267
0.51856,0.55896,0.73049,1.3159,3.4921,4.5248,5.1699
0.36057,0.54111,0.92906,1.7616,4.0549,5.0773,5.7689
0.34401,0.49751,0.89226,1.8768,4.6425,5.6571,6.0503
0.34369,0.5902,1.1196,2.2157,4.727,5.4961,5.6961
0.3059,0.59458,1.1677,2.2532,4.6074,5.3786,5.6815
0.24303,0.48069,0.99447,2.0669,4.5521,5.3237,5.5352
0.21692,0.45162,0.95465,1.9943,4.3811,5.1224,5.337
0.18068,0.42194,0.93554,1.9924,4.4504,5.2578,5.5694
0.15934,0.26462,0.60019,1.5426,4.2135,5.131,5.5084
0.29372,0.5957,1.1997,2.3534,4.8687,5.6933,6.0342
0.14952,0.33634,0.80755,1.9303,4.7143,5.564,5.8205
0.19208,0.34879,0.7752,1.8555,4.6876,5.5969,5.9079
0.2283,0.45904,1.0068,2.2125,4.8771,5.6495,5.9549
0.2888,0.45761,0.92461,2.0622,4.671,5.4094,5.6905
0.31216,0.37834,0.70861,1.7246,4.278,5.0313,5.3673
0.29956,0.30097,0.51123,1.3513,3.8096,4.6351,5.0682
0.29927,0.27498,0.40574,1.1024,3.674,4.6901,5.2149
0.28129,0.26352,0.36997,0.93058,3.0394,3.9219,4.4623
0.28503,0.23505,0.29556,0.82464,3.0845,4.1019,4.7662
0.28863,0.18282,0.16622,0.64723,3.1575,4.3926,5.2717
0.28925,0.25917,0.3602,0.96487,3.3975,4.5199,5.3378
0.26583,0.22611,0.45384,1.4703,4.2129,5.0601,5.544
0.24559,0.22258,0.42953,1.3702,4.2787,5.3103,5.9254
0.20008,0.22185,0.54914,1.6652,4.3241,5.1091,5.5982
0.19798,0.29744,0.71156,1.8488,4.3598,5.1115,5.6046
0.15375,0.2065,0.50097,1.4696,4.1882,5.1108,5.6202
0.16229,0.16943,0.35412,1.1277,3.7936,4.8461,5.448
0.16462,0.19243,0.40337,1.2013,3.951,5.0791,5.7431
0.29394,0.20558,0.21709,0.7395,3.3471,4.6293,5.5245
0.15596,0.091466,0.099778,0.49272,2.585,3.7257,4.6726
0.15442,0.15867,0.24243,0.61798,2.2296,3.0967,3.8174
0.17233,0.12876,0.16691,0.58031,2.5477,3.5375,4.2472
0.15858,0.12882,0.17973,0.57985,2.4284,3.3692,4.0648
0.13837,0.13174,0.19601,0.5419,2.1286,3.0115,3.7681
0.17412,0.12897,0.12731,0.38391,1.9615,2.951,3.8817
0.20498,0.19615,0.25058,0.56952,2.1491,3.1051,4.0072
0.21561,0.21812,0.30525,0.71059,2.511,3.5147,4.3808
0.21681,0.18785,0.21245,0.50257,2.1039,3.0916,4.0285
0.24084,0.22394,0.24374,0.44604,1.6214,2.4159,3.2679
0.25048,0.24926,0.2926,0.52026,1.714,2.5257,3.4198
0.19503,0.16724,0.17112,0.35922,1.5548,2.3677,3.2223
0.21644,0.17539,0.16192,0.34248,1.6068,2.4709,3.3687
0.21789,0.18178,0.17425,0.35862,1.6507,2.5684,3.5671
0.22012,0.20959,0.24344,0.47826,1.7671,2.6308,3.5513
0.23351,0.19918,0.19355,0.37552,1.626,2.5066,3.4657
0.19537,0.17839,0.20709,0.45354,1.8373,2.7526,3.7047
0.16935,0.15859,0.21415,0.54762,2.1826,3.1531,4.0506
0.19503,0.16384,0.17968,0.44404,1.9945,2.9947,3.9877
0.17543,0.16101,0.19729,0.4665,1.9452,2.9225,3.9456
0.15412,0.13557,0.15958,0.39334,1.7454,2.6577,3.6292
0.12402,0.15761,0.28719,0.71991,2.4174,3.3477,4.1789
0.1748,0.13349,0.27835,0.99305,3.0697,3.8217,4.3738
0.11721,0.090862,0.2273,0.91486,3.2048,4.0723,4.6107
0.10352,0.10469,0.32847,1.1935,3.5194,4.2216,4.5804
0.083915,0.088028,0.25815,0.95933,3.2413,4.1137,4.6504
0.11381,0.10424,0.23648,0.86494,3.1309,4.0521,4.6051
0.15701,0.092269,0.1695,0.82628,3.417,4.4413,4.9748
0.13654,0.073304,0.24511,1.1888,3.9321,4.6861,4.9324
